id,table_index,stock_date,sold_date,stock_displayed_date,ticker,stock_price,prev_close,todays_open,sample_period_14,stock_trend_30,stock_trend_14,macd_trend_30,macd_trend_14,money_flow_trend_30,money_flow_trend_14,week_1,week_1_min,week_1_max,week_2,week_2_min,week_2_max,week_3,week_3_min,week_3_max,week_5,week_5_min,week_5_max,week_1_color,week_2_color,week_3_color,week_5_color,gap_1,gap_2,gap_3,updading_gap_1_flag,gap_1_color,gap_2_color,gap_3_color,macd_30_clash,macd_14_clash,macd_30_color,macd_14_color,mfi_30_clash,mfi_14_clash,mfi_30_color,mfi_14_color,rsi,rsi_color,earnings_call,earnings_call_displayed,earnings_warning,dividend_date,dividend,dividend_warning,stock_alarm,stock_alarm_delta,stock_initial_price,stock_current_price,stock_load_price,stock_price_up_alarm,stock_price_down_alarm,stock_alarm_trigger_set,stock_alarm_sound_on_off,stock_alarm_1,stock_alarm_2,stock_alarm_3,stock_alarm_4,stock_alarm_5,stock_alarm_6,stock_alarm_7,stock_alarm_8,stock_alarm_9,stock_alarm_10,stock_alarm_1_color,stock_alarm_2_color,stock_alarm_3_color,stock_alarm_4_color,stock_alarm_5_color,stock_alarm_6_color,stock_alarm_7_color,stock_alarm_8_color,stock_alarm_9_color,stock_alarm_10_color,stock_email_alert,saved_to_history,stocks_bought,purchase_price,stocks_sold,selling_price,profit,dividends,total_profit
15,1,2021-08-11 13:09:52,,08/01/2021,V,215.53,238.07,241.75,0,0.18092091255909334,0.29,0.043249458109362975,0.08832094113327746,1.1308957915206572,1.1308957915206574,69.41,202.18,220.39,64.76,202.18,220.39,68.85,202.18,220.39,69.41,202.18,220.39,red,#f1b55f,red,#dc6460,0.17,,,0,,,,0,0,green,green,0,0,green,green,58.68,orange,,28/1/2021,,12/08/2021,1.28,,0,,,239.09,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,2021-08-11 13:09:52,,08/01/2021,UN,60.5,58.57,57.36,0,-0.6300010681152343,0.23,-0.014134639348732487,-0.014134639348732487,0.0,0.0,40.46,58.58,61.28,40.46,58.58,61.28,40.46,58.58,61.28,40.46,58.58,61.28,orange,#f1b55f,orange,#f1b55f,-2.07,,,0,red,,,0,0,green,green,0,0,green,green,0.0,,,,,30/10/2020,2.146,,0,0.0,,58.58,59.07,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,2021-09-14 06:26:32,,14/09/2021,UL,55.22,57.09,56.33,0,-0.10006897770390492,0.23,-0.016296972841994415,-0.00824847996377027,1.6808469051367998,1.6808469051367998,17.42,54.6,58.16,42.47,54.6,56.06,32.12,54.6,56.53,19.08,54.6,57.85,green,#f1b55f,green,#6cbf6c,-1.33,,,0,red,,,0,0,green,green,1,1,red,red,45.22,orange,,,,28/10/2021,2.012,,0,,,57.22,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,2021-09-14 06:26:24,,14/09/2021,PG,145.68,142.27,140.67,0,0.059232494112381795,0.33,0.004213964404347647,0.02139968869427324,-1.2032659668914374,-1.2032659668914374,75.89,140.8,147.23,70.08,142.05,147.23,73.09,141.47,147.23,73.09,141.47,147.23,red,#dc6460,red,#dc6460,-1.12,,,0,orange,,,0,0,green,green,1,1,red,red,69.31,green,,19/10/2021,,21/10/2021,3.4792,,0,,,141.93,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,2021-09-14 06:26:17,,14/09/2021,PFE,44.58,48.19,42.45,0,0.0020622923854195564,0.36,-0.014253195051159052,-0.01136203920688091,-3.167926865065189,-3.1679268650651884,15.45,43.25,51.86,11.52,44.2,47.5,5.31,44.2,51.36,4.96,44.2,51.86,green,#6cbf6c,green,#6cbf6c,-11.91,,,0,red,,,0,0,green,green,1,0,red,green,23.73,red,,25/10/2021,,10/11/2021,1.56,,0,,,45.63,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,2021-09-14 06:26:14,,14/09/2021,PEP,155.76,154.43,157.53,0,0.03031582604260809,0.17,0.002833324292322527,0.005015625138993725,-0.2794986476823351,-0.27949864768233573,35.39,153.64,159.63,46.12,153.68,158.19,42.98,153.68,158.52,34.96,153.68,159.63,orange,#f1b55f,orange,#f1b55f,2.01,,,0,green,,,0,0,green,green,1,1,red,red,47.31,orange,,5/10/2021,,02/09/2021,4.375,,0,0.0,,154.07,135.84,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,2021-09-14 06:26:07,,14/09/2021,NSRGY,124.6,123.595,124.17,0,0.03189326234335893,0.5,0.009344402714751298,-0.021247229431465262,-2.9027385997914106,-2.9027385997914097,34.73,122.86,127.87,11.14,124.19,127.87,11.14,124.19,127.87,34.73,122.86,127.87,orange,#6cbf6c,green,#f1b55f,0.47,,,0,,,,0,0,green,green,1,0,red,green,34.98,orange,,,,18/04/2022,2.99911,,0,,,123.8,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,2021-09-14 06:26:01,,14/09/2021,MSFT,296.99,286.44,288.95,0,0.5513791501190558,-0.41,0.07697449667341338,-0.03535450045465078,-3.714984405652555,-3.714984405652555,59.95,283.74,305.84,26.19,294.08,305.19,25.15,294.08,305.65,57.12,285.2,305.84,orange,#6cbf6c,green,#f1b55f,0.88,,,0,orange,,,0,0,green,green,1,0,red,green,41.83,orange,,25/10/2021,,18/08/2021,2.24,,0,,,288.4,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1,2021-09-14 06:25:58,,14/09/2021,MRK,73.18,75.19,77.75,0,-0.03424473678707678,0.07,-0.008515267728076183,-0.0243089566119586,-3.3741560788543827,-3.3741560788543823,5.02,72.86,79.23,7.08,72.86,77.38,5.02,72.86,79.23,5.02,72.86,79.23,green,#6cbf6c,green,#6cbf6c,3.4,,,0,green,,,0,0,green,green,0,0,green,green,19.42,red,,28/10/2021,,14/09/2021,2.6,,0,,,75.44,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,2021-09-14 06:25:52,,14/09/2021,KO,56.07,56.8,57.05,0,-0.030845377309966792,0.27,-0.0057789439855018285,0.0010593304909754019,0.16524230808125992,0.16524230808125992,29.38,55.45,57.56,36.84,55.51,57.03,39.24,55.45,57.03,29.38,55.45,57.56,green,#f1b55f,orange,#6cbf6c,0.44,,,0,,,,0,0,green,green,0,0,green,green,47.68,orange,,20/10/2021,,14/09/2021,1.68,,0,,,56.51,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2021-09-14 06:25:49,,14/09/2021,HSY,175.48,178.96,178.63,0,-0.1391391571689898,1.15,-0.027431335525470373,-0.0054720888420839164,0.9035848258343339,0.9035848258343341,23.25,173.29,182.71,37.24,173.29,179.17,30.76,173.29,180.41,23.25,173.29,182.71,green,#f1b55f,green,#6cbf6c,-0.18,,,0,,,,0,0,green,green,1,1,red,red,42.94,orange,,4/11/2021,,19/08/2021,3.604,,0,,,178.61,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2021-09-14 06:25:46,,14/09/2021,HD,335.45,331.48,326.42,0,-0.054395841570929485,1.46,-0.013123781709940477,0.09652320478806305,1.0835184292407176,1.0835184292407174,85.87,316.61,338.55,89.92,320.28,337.15,90.29,319.65,337.15,85.87,316.61,338.55,red,#dc6460,red,#dc6460,-1.53,,,0,red,,,0,0,green,green,1,0,red,green,70.52,green,,16/11/2021,,01/09/2021,6.6,,0,,,328.37,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2021-09-14 06:25:39,,14/09/2021,CLX,171.21,164.84,179.61,0,0.07152836240571121,0.26,0.02709760423908114,0.04529866705945095,-1.332954806330379,-1.332954806330379,52.8,159.32,181.84,83.77,164.86,172.44,84.94,164.27,172.44,82.58,162.58,173.03,orange,#dc6460,red,#dc6460,8.96,,,0,green,,,0,0,green,green,1,1,red,red,62.48,orange,,1/11/2021,,26/10/2021,4.64,,0,0.0,,163.25,236.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2021-09-14 06:25:36,,14/09/2021,AWK,183.14,176.01,157.8,0,0.3905294314374912,1.17,0.05333696383745953,0.05712226991970349,0.979738576116239,0.979738576116239,68.19,169.83,189.35,28.37,180.68,189.35,40.0,179.0,189.35,58.1,174.53,189.35,red,#6cbf6c,orange,#f1b55f,-10.35,,,0,red,,,0,0,green,green,0,0,green,green,46.86,orange,,2/11/2021,,08/11/2021,2.41,,0,,,175.98,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
